Name,Type,Version,Date Appear,Author,Solve Date
py_tutorials-py_feature_homography.markdown  gray image does not have three dimensions,category: documentation,3.4.17,2021-12-03 14:32:56+00:00,UncleLLD,2021-12-09 14:44:35+00:00
(4.x) Merge 3.4,Uncategorized,Not specified,2021-12-03 12:35:07+00:00,alalek,2021-12-03 15:02:25+00:00
the function of CalibrateHandeye is only used for eye-in-hand type?,question (invalid tracker),Not specified,2021-12-03 08:22:12+00:00,jorketcode,2022-01-16 15:14:19+00:00
CMake Error at cmake/OpenCVFindProtobuf.cmake:20,category: build/install,Not specified,2021-12-03 03:29:56+00:00,DM-Li-Lee,2022-01-16 15:13:44+00:00
Split cv2.cpp,category: python bindings,4.5.5,2021-12-02 22:15:39+00:00,mshabunin,2021-12-05 12:49:37+00:00
Added CV_PROP_RW macro to keypoints,test,4.5.5,2021-12-02 18:05:39+00:00,tejasmr,2021-12-05 12:47:45+00:00
Create OPENCV,invalid,Not specified,2021-12-02 15:46:21+00:00,ushabothra54,2021-12-02 16:25:47+00:00
cmake: update SOVERSION,category: build/install,4.5.5,2021-12-02 13:45:48+00:00,alalek,2021-12-13 19:01:08+00:00
GAPI Fluid: SIMD for MulC kernel.,optimization,4.5.5,2021-12-02 13:11:37+00:00,anna-khakimova,2021-12-03 12:30:40+00:00
"Add acos, acosh, asin, asinh, atan, atanh, cos, cosh, erf, hardswish, sin, sinh, softplus, softsign, tan layers",feature,4.5.5,2021-12-02 12:59:27+00:00,rogday,2021-12-17 19:36:27+00:00
QR encoder: fix memory and unused variables issues,bug,3.4.17,2021-12-02 12:22:17+00:00,APrigarina,2021-12-02 16:41:20+00:00
(3.4) dnn(test): re-enable tests which works with OpenVINO 2021.4.x,test,3.4.17,2021-12-02 06:23:09+00:00,alalek,2021-12-02 16:33:36+00:00
dnn(test): drop non OCV/CPU cases for Int8,test,4.5.5,2021-12-02 05:56:50+00:00,alalek,2021-12-02 13:50:12+00:00
[SOLVED] Public attribute (keypoints) missing from cv2.detail_ImageFeatures() object despite it existing in matchers.hpp,feature,4.5.5,2021-12-02 04:30:32+00:00,rllyryan,2021-12-04 14:49:59+00:00
Check buffer size when frameWidth * frameHeight bigger than allocated buffer size,category: videoio,4.5.5,2021-12-02 02:00:11+00:00,JJJoonngg,2021-12-02 13:48:11+00:00
C++ QT5.12.8 Ubuntu VideoCapture.open(url) always returns false value...,question (invalid tracker),Not specified,2021-12-01 08:15:03+00:00,Tsingkai,2021-12-02 13:18:05+00:00
"Add support for 3D point cloud segmentation, using the USAC framework.",feature,Not specified,2021-12-01 04:25:47+00:00,ruanych,2021-12-16 16:21:03+00:00
dnn(test): re-enable tests which works with OpenVINO 2021.4.x,test,4.5.5,2021-12-01 03:04:10+00:00,alalek,2021-12-04 22:12:35+00:00
Fix intrinsics processing in case USAC parameters,bug,4.5.5,2021-11-30 14:30:30+00:00,rayonnant14,2021-12-13 17:12:49+00:00
videoio: fix grabFrame() in cap_android_camera.cpp,bug,4.5.5,2021-11-30 13:40:52+00:00,utibenkei,2021-12-02 17:16:57+00:00
add Sum of 1 input,bug,3.4.17,2021-11-30 13:01:40+00:00,rogday,2021-12-01 22:49:10+00:00
Add default order to Transpose,bug,3.4.17,2021-11-30 13:00:29+00:00,rogday,2021-12-01 22:48:15+00:00
Add Log/Softmax simplification,bug,3.4.17,2021-11-30 12:59:08+00:00,rogday,2021-12-02 17:15:10+00:00
Add alpha parameter to ELU (CUDA),bug,4.5.5,2021-11-30 12:56:02+00:00,rogday,2021-12-10 16:04:14+00:00
Add alpha parameter to ELU layer,bug,3.4.17,2021-11-30 12:53:36+00:00,rogday,2021-12-02 17:14:19+00:00
fix ceil_mode for Average/MaxPooling,bug,3.4.17,2021-11-30 12:52:01+00:00,rogday,2021-12-02 17:11:12+00:00
GAPI Fluid: SIMD for SubC kernel.,optimization,4.5.5,2021-11-30 12:27:05+00:00,anna-khakimova,2021-12-01 21:58:31+00:00
GAPI: Move Resize kernel from core to imgproc,category: g-api / gapi,4.6.0,2021-11-30 10:55:02+00:00,alexgiving,2021-12-29 15:13:44+00:00
G-API: VPL integration into main build system,feature,Not specified,2021-11-30 10:08:10+00:00,sivanov-work,2022-04-01 06:06:17+00:00
Add BatchMatMul layer support for tf_importer,test,4.5.5,2021-11-30 05:10:29+00:00,Crayon-new,2021-12-10 11:44:27+00:00
build: eliminate C4309 warning from protobuf files with MSVS2017,category: build/install,4.5.5,2021-11-30 04:30:45+00:00,alalek,2021-12-01 12:49:36+00:00
"fix Clip, LeakyReLU, LRN, Split defaults",bug,3.4.17,2021-11-29 17:09:40+00:00,rogday,2021-11-29 22:39:46+00:00
Netatmo webcam compatibility RTSP flow,question (invalid tracker),Not specified,2021-11-29 14:45:41+00:00,pilot1981,2022-01-16 15:10:31+00:00
GAPI: Add compare function to perf tests,test,4.5.5,2021-11-29 08:55:50+00:00,alexgiving,2021-12-14 15:16:59+00:00
"In Galaxy S21 and Android Version 12, VideoCapture::bool cv::VideoCapture::retrieve(Mat& image, int flag = 0) Crash erupt!",bug,Not specified,2021-11-29 08:44:42+00:00,JJJoonngg,2021-12-02 13:48:11+00:00
cv2.remap in the cv2.INTER_LINEAR has some problem in border values.,Uncategorized,Not specified,2021-11-29 07:21:56+00:00,TaooCAI,2021-12-07 03:16:51+00:00
resolve #21014 by limiting number of ticks,category: highgui-gui,4.5.5,2021-11-29 04:18:48+00:00,mjmdavis,2021-12-03 16:40:50+00:00
"opencv 4.5.4 python compiled with cuda , double free problem",bug,Not specified,2021-11-29 02:13:32+00:00,toplinuxsir,2022-01-16 15:11:58+00:00
Audio MSMF: added the ability to set sample per second,test,4.5.5,2021-11-28 23:11:32+00:00,MaximMilashchenko,2021-12-04 10:37:10+00:00
GAPI Fluid: Resize Linear U8C3 - reworking horizontal pass.,bug,Not specified,2021-11-28 19:55:24+00:00,anna-khakimova,2022-01-14 12:48:53+00:00
dnn: fix U8 input support in FP16 networks,bug,3.4.17,2021-11-28 07:26:52+00:00,alalek,2021-11-29 21:45:18+00:00
Python: replace deprecated 'distutils',feature,3.4.17,2021-11-28 02:28:08+00:00,alalek,2021-12-11 17:34:39+00:00
(4.x) Merge 3.4,Uncategorized,Not specified,2021-11-27 13:20:31+00:00,alalek,2021-11-27 18:14:31+00:00
Record multiple videos with the same videowriter,invalid,Not specified,2021-11-27 12:11:04+00:00,fisakhan,2022-01-16 15:08:42+00:00
Record multiple videos with a single videowriter C++,invalid,Not specified,2021-11-27 12:03:04+00:00,fisakhan,2021-11-27 12:11:22+00:00
OpenCV VS Tensorflow,invalid,Not specified,2021-11-27 08:01:16+00:00,drasticcode,2021-11-27 08:28:37+00:00
Object trackers not available Python,question (invalid tracker),Not specified,2021-11-26 21:34:51+00:00,KristianBalaj,2022-01-16 15:15:25+00:00
gapi: fix build with MSVS2015 (with IE),bug,4.5.5,2021-11-26 19:38:08+00:00,alalek,2021-11-27 13:00:04+00:00
(3.4) dnn(test): update InferenceEngine tests,test,3.4.17,2021-11-26 18:45:45+00:00,alalek,2021-11-26 20:36:17+00:00
Fix typos discovered by codespell,Uncategorized,Not specified,2021-11-26 11:33:49+00:00,cclauss,2021-11-26 18:33:02+00:00
Use print() function in both Python 2 and Python 3,bug,3.4.17,2021-11-26 11:00:18+00:00,cclauss,2021-11-26 18:31:46+00:00
SETTING UP - WINDOWS - NO VS,invalid,Not specified,2021-11-26 10:51:10+00:00,cozerCode,2022-01-16 15:08:11+00:00
CMakeLists.txt: Fix typo discovered by codespell,Uncategorized,Not specified,2021-11-26 10:08:06+00:00,cclauss,2021-11-26 11:12:21+00:00
dnn(test): update InferenceEngine tests,test,4.5.5,2021-11-25 19:58:34+00:00,alalek,2021-11-27 19:28:16+00:00
Documentation : cv::Mat::reshape(),category: core,3.4.20,2021-11-25 18:40:08+00:00,sturkmen72,2023-06-22 16:12:23+00:00
"Stream ends prematurely at 120, should be 18446744073709551615",question (invalid tracker),Not specified,2021-11-25 12:28:27+00:00,akashAD98,2022-01-16 15:07:42+00:00
"Use ==/!= to compare constant literals (str, bytes, int, float, tuple)",bug,3.4.17,2021-11-25 11:44:30+00:00,cclauss,2021-11-25 18:06:42+00:00
modules/ts contains Python 3 syntax errors,test,3.4.17,2021-11-25 11:32:00+00:00,cclauss,2021-11-27 18:14:55+00:00
GitHub Action to lint Python code,Uncategorized,Not specified,2021-11-25 11:25:09+00:00,cclauss,2021-11-26 18:18:48+00:00
GAPI Fluid: SIMD for AddC kernel.,optimization,4.5.5,2021-11-25 09:21:25+00:00,anna-khakimova,2021-11-29 11:20:53+00:00
Import ONNX LSTM converted from PyTorch,bug,4.8.0,2021-11-24 22:21:52+00:00,SamHSlva,2023-04-27 07:31:17+00:00
Compilation error against lapack-3.10.0,duplicate,Not specified,2021-11-24 20:09:05+00:00,dwardor,2021-12-22 18:19:28+00:00
Fix compilation against lapack-3.10.0 - Part 2,incomplete,Not specified,2021-11-24 19:56:57+00:00,dwardor,2021-12-04 21:17:23+00:00
Fix compile against lapack-3.10.0 - part 1,category: core,3.4.17,2021-11-24 19:48:07+00:00,dwardor,2021-12-22 12:00:00+00:00
G-API: Implement concurrent bounded queue ordering guarantee,category: g-api / gapi,Not specified,2021-11-24 19:28:02+00:00,sivanov-work,2021-12-15 13:50:51+00:00
Fix integer overflow in cv::Luv2RGBinteger::process.,bug,3.4.17,2021-11-24 14:38:03+00:00,vrabaud,2021-12-01 12:46:03+00:00
Fix out of memory read when using NaN.,bug,Not specified,2021-11-24 09:23:19+00:00,vrabaud,2021-12-13 22:08:20+00:00
3rdparty: libjpeg-turbo 2.1.0 => 2.1.2,category: imgcodecs,3.4.17,2021-11-24 04:21:12+00:00,alalek,2021-11-24 20:08:46+00:00
Compile error with Clang 13: std::result_of is removed in C++20,bug,4.7.0,2021-11-24 02:06:25+00:00,daravi,2022-08-18 11:28:45+00:00
Update cap_android_camera.cpp,bug,4.5.5,2021-11-23 15:03:42+00:00,ShuangLiu1992,2021-11-24 20:10:50+00:00
resolves #21038,port/backport done,3.4.17,2021-11-23 12:45:58+00:00,take1014,2021-11-27 18:34:53+00:00
G-API: Cleaning samples,category: samples,4.5.5,2021-11-23 09:16:59+00:00,mpashchenkov,2021-11-26 11:31:15+00:00
 solvePnPRansac with USAC returns empty inlier cv::Mat,bug,4.5.5,2021-11-23 07:16:58+00:00,YukunXia,2021-12-13 17:12:49+00:00
[bug] : Vertical lines at the curve portion by CreateClahe Opencv,question (invalid tracker),Not specified,2021-11-23 06:05:59+00:00,Omkar-Darekar,2022-01-16 15:28:14+00:00
[G-API] Fix issue of getting 1D Mat out of RMat::View,category: g-api / gapi,4.5.5,2021-11-23 02:02:42+00:00,OrestChura,2021-11-26 16:42:12+00:00
(python) cv2.resize() return error,bug,Not specified,2021-11-23 00:48:45+00:00,JiaPai12138,2022-03-15 10:12:18+00:00
VideoCapture::get(CAP_PROP_FOURCC) with FFMPEG backend returns zero for certain codecs,category: videoio,Not specified,2021-11-22 17:32:27+00:00,cudawarped,2022-08-26 09:34:35+00:00
dnn load custom ops?,duplicate,Not specified,2021-11-22 09:32:13+00:00,zhoujinhai,2021-11-22 10:25:34+00:00
how dnn module load custom layer?,question (invalid tracker),Not specified,2021-11-22 09:30:54+00:00,zhoujinhai,2024-03-05 14:40:46+00:00
QRcode: valgrind issues (2021-11-21),bug,3.4.17,2021-11-22 05:45:45+00:00,alalek,2021-12-03 15:04:29+00:00
G-API: valgrind issues (2021-11-14),bug,4.5.5,2021-11-22 05:42:02+00:00,alalek,2021-12-24 18:10:38+00:00
Confusing typing error message for `cv2.watershed()` + cross-OS incompatibility,question (invalid tracker),Not specified,2021-11-22 02:44:09+00:00,kwikwag,2022-01-16 15:05:24+00:00
Accelerated 3D point cloud Farthest Point Sampling calculation using SIMD.,optimization,5.0,2021-11-21 15:40:10+00:00,ruanych,2021-11-30 12:33:44+00:00
Update how_to_use_OpenCV_parallel_for_new.markdown,bug,4.5.5,2021-11-21 03:11:39+00:00,ruanych,2021-11-22 18:52:08+00:00
An onnx model with reduceMean & reduceMax op craches during forward,question (invalid tracker),Not specified,2021-11-21 03:05:29+00:00,ee-lynn,2021-12-01 13:26:59+00:00
core(logger): dump timestamp information with message,feature,3.4.17,2021-11-20 15:40:44+00:00,alalek,2021-11-22 22:45:25+00:00
(4.x) Merge 3.4,Uncategorized,Not specified,2021-11-20 04:47:21+00:00,alalek,2021-11-20 15:42:43+00:00
Algorithm for stereoRectify(),question (invalid tracker),Not specified,2021-11-19 23:32:05+00:00,copaah,2022-01-16 15:04:36+00:00
clean up c-api,cleanup,5.0,2021-11-19 20:05:11+00:00,sturkmen72,2021-12-03 15:12:17+00:00
Onnx conformance tests,test,3.4.17,2021-11-19 16:15:17+00:00,rogday,2021-12-14 16:58:06+00:00
How should I save png under windows xp 32bit?,invalid,Not specified,2021-11-19 09:43:46+00:00,shankslee2021,2022-01-16 15:04:24+00:00
Further optimize DNN for RISC-V Vector.,optimization,4.5.5,2021-11-19 07:54:39+00:00,hanliutong,2021-12-10 16:03:23+00:00
This error was encountered while running run.py,question (invalid tracker),Not specified,2021-11-19 03:32:39+00:00,shenwei888,2022-01-16 15:03:12+00:00
[G-API] Fixed Coverity issues,category: g-api / gapi,4.5.5,2021-11-19 00:35:39+00:00,OrestChura,2021-11-26 16:40:37+00:00
System Crash with Insufficient memory when calling detailEnhance ,question (invalid tracker),Not specified,2021-11-18 20:44:38+00:00,kundanSingh11,2021-11-21 04:50:38+00:00
core: avoid using of 'check' identifier,category: core,4.5.5,2021-11-18 16:10:57+00:00,alalek,2021-11-18 18:23:19+00:00
SIFT - memory leak in keypoint detection,invalid,Not specified,2021-11-18 15:03:28+00:00,lucawint,2021-11-26 08:43:18+00:00
`ceil_mode` is set by checking the existence of `pad_mode`,Uncategorized,Not specified,2021-11-18 13:47:44+00:00,rogday,2021-11-18 13:49:19+00:00
JavaScript(test): pin cli-table dependency,bug,3.4.17,2021-11-18 10:29:49+00:00,alalek,2021-11-18 18:35:06+00:00
JavaScript: test launcher becomes broken,bug,3.4.17,2021-11-18 05:38:50+00:00,alalek,2021-11-20 15:58:49+00:00
Added OpenCV logo to readme.md,Uncategorized,Not specified,2021-11-17 19:57:37+00:00,supersaint7780,2021-11-18 06:28:38+00:00
Solve Rect overflow issues.,bug,3.4.17,2021-11-17 16:43:34+00:00,vrabaud,2021-12-10 11:32:52+00:00
fix Emscripten build when FFMPEG is avaliable,Uncategorized,Not specified,2021-11-17 15:43:49+00:00,ShuangLiu1992,2021-11-17 19:17:37+00:00
fp16 support ,duplicate,Not specified,2021-11-17 14:29:10+00:00,kkchenlight,2022-01-16 15:01:51+00:00
The processing speed of net.forward() for the ARM GPU(Mali-T864) in the RK3399 is not fast.,question (invalid tracker),Not specified,2021-11-17 09:13:48+00:00,zhangweiwahaha042,2021-11-22 00:27:55+00:00
Grammatical Error ,category: documentation,3.4.17,2021-11-17 01:55:44+00:00,darknessraider,2022-06-26 18:01:34+00:00
Friendlier error messages when image path does not exist: Add warning message to imread(),bug,3.4.17,2021-11-16 20:51:44+00:00,NickJackolson,2021-11-18 22:49:28+00:00
Native ONNX to Inference Engine backend,test,4.9.0,2021-11-16 19:26:56+00:00,andrewerf,2023-10-20 08:49:28+00:00
docs: use doxygen-awesome theme,category: documentation,5.0,2021-11-16 18:28:43+00:00,paroj,2022-01-21 20:49:23+00:00
"doc(videoio): fix apiPreference note, replace DSHOW(deprecated)->MSMF",category: videoio,3.4.17,2021-11-16 17:10:58+00:00,alalek,2021-11-16 20:06:08+00:00
Fix H clamping for very small negative values.,bug,3.4.17,2021-11-16 11:43:32+00:00,vrabaud,2021-11-19 20:28:45+00:00
How can opencv generate code coverage?,question (invalid tracker),Not specified,2021-11-16 08:15:04+00:00,shenwei888,2022-01-16 15:01:36+00:00
Unable Run in .exe but in .py works,category: 3rdparty,Not specified,2021-11-16 03:12:19+00:00,JackySiew,2021-11-16 03:12:48+00:00
Compute H clamping in the same way as in the SIMD implementation,category: imgproc,Not specified,2021-11-15 12:51:54+00:00,vrabaud,2021-11-16 11:43:54+00:00
cv::imencode(): crash on output buf memory free,invalid,Not specified,2021-11-15 11:28:32+00:00,TheNetos,2021-11-18 08:18:38+00:00
CWE-476 -Werror=analyzer-null-dereference,invalid,Not specified,2021-11-14 12:40:48+00:00,alejandro-colomar,2021-11-14 14:19:50+00:00
Native ONNX to Inference Engine backend,feature,Not specified,2021-11-14 10:22:51+00:00,andrewerf,2023-10-20 08:49:29+00:00
(4.x) Merge 3.4,Uncategorized,Not specified,2021-11-13 15:13:37+00:00,alalek,2021-11-13 17:08:03+00:00
Build error with v4.5.4 under Bullseye ARMv6,duplicate,Not specified,2021-11-12 18:52:04+00:00,baqwas,2021-11-12 23:12:01+00:00
G-API: oneVPL merge DX11 acceleration,feature,4.5.5,2021-11-12 12:59:33+00:00,sivanov-work,2021-12-08 07:09:33+00:00
modules/videoio/src/cap_ffmpeg_impl.hpp: fix build with gcc 4.8,category: videoio,4.5.5,2021-11-12 10:14:46+00:00,ffontaine,2021-11-12 12:29:40+00:00
Segmentation Fault with resize use INTER_NEAREST_EXACT mode,category: imgproc,Not specified,2021-11-12 09:02:39+00:00,Hconk,2023-05-22 14:23:18+00:00
FTZ and DAZ modes are incorrectly configured for convolution,bug,3.4.18,2021-11-12 07:17:34+00:00,YashasSamaga,2022-01-31 16:25:49+00:00
JavaScript: output Rect argument bug,bug,Not specified,2021-11-12 01:01:57+00:00,alalek,2021-11-23 19:56:16+00:00
How can I access CvFileStorage* from FileStorage so that I can still use cvWriteComments from opecv4.1?,question (invalid tracker),Not specified,2021-11-11 21:23:33+00:00,jialiuBellus3d,2021-11-11 22:42:25+00:00
G-API: GAPI introduce compile guard for some types for gin/gout params passing,category: g-api / gapi,4.5.5,2021-11-11 10:28:39+00:00,sivanov-work,2021-12-03 12:30:06+00:00
GAPI: Rename MatAdapter to RMatOnMat,category: g-api / gapi,4.5.5,2021-11-11 09:11:27+00:00,alexgiving,2021-11-11 11:52:38+00:00
Use `#pragma message` instead of `#warning` for non-GCC compilers,category: build/install,4.5.5,2021-11-10 18:22:20+00:00,SegaraRai,2021-11-12 14:31:20+00:00
inconsistent use of assert,bug,4.5.5,2021-11-10 16:40:10+00:00,vrabaud,2021-12-03 15:02:24+00:00
dnn: TIM-VX NPU backend support,feature,4.6.0,2021-11-10 14:40:14+00:00,zihaomu,2022-03-31 21:42:11+00:00
cvtColor should check for even dimensions in COLOR_YUV2RGB_*,bug,3.4.20,2021-11-10 13:25:23+00:00,vrabaud,2023-05-24 11:36:35+00:00
Changing MAX_CAMERAS,question (invalid tracker),Not specified,2021-11-10 08:12:34+00:00,akihikoy,2021-11-10 11:23:20+00:00
JavaScript: add TrackerMIL,feature,4.5.5,2021-11-10 02:31:46+00:00,alalek,2021-11-23 19:57:56+00:00
Fix seg fault houghlinespointset,bug,3.4.17,2021-11-09 18:40:18+00:00,tv3141,2021-11-10 19:15:38+00:00
Segmentation Fault with `HoughLinesPointSet`,bug,3.4.17,2021-11-09 18:35:16+00:00,tv3141,2021-11-13 17:09:33+00:00
fix markers parse in doc/pattern_tools/gen_pattern.py,bug,4.5.5,2021-11-09 16:37:01+00:00,AleksandrPanov,2021-11-11 22:11:42+00:00
videoio: drop unnecessary offset for accessing video output buffer,bug,4.5.5,2021-11-09 13:21:16+00:00,anonymouss,2021-11-09 15:13:22+00:00
gen_pattern.py doesn't work,bug,4.5.5,2021-11-09 13:07:57+00:00,kaixin-bai,2021-11-11 22:11:42+00:00
dnn(ocl4dnn): fix LRN layer accuracy problems,bug,3.4.17,2021-11-09 11:29:57+00:00,alalek,2021-11-11 22:54:07+00:00
GAPI Fluid: SIMD Multiply kernel.,optimization,4.5.5,2021-11-09 11:28:55+00:00,anna-khakimova,2021-11-17 18:42:48+00:00
fisheye::calibrate does not get reasonable result on fisheye lens of 1080P,question (invalid tracker),Not specified,2021-11-09 06:46:46+00:00,zhousteven,2022-01-16 14:58:09+00:00
G-API: oneVPL Implement asynchronous MFP demux data provider,feature,4.5.5,2021-11-08 11:48:21+00:00,sivanov-work,2021-11-22 11:53:38+00:00
is offset required here for accessing output buffer?,bug,4.5.5,2021-11-08 11:01:08+00:00,anonymouss,2021-11-09 15:13:21+00:00
Created Stitching Tool based on stitching_detailed.py,feature,4.5.5,2021-11-08 06:37:09+00:00,lukasalexanderweber,2021-11-08 11:54:06+00:00
LNK2019 Unresolved external symbol cudnnGetConvolutionBackwardDataAlgorithm ,duplicate,Not specified,2021-11-08 02:03:30+00:00,cainsmile,2022-01-16 14:56:12+00:00
New LevMarq implementation,feature,5.0,2021-11-07 22:09:07+00:00,savuor,2021-12-27 21:51:32+00:00
recoverPose test failing assertion when all parameters are correct,question (invalid tracker),Not specified,2021-11-07 05:19:35+00:00,DPS100,2022-03-30 13:50:43+00:00
highgui(win32): fix trackbar setRange,bug,4.5.5,2021-11-06 15:32:49+00:00,alalek,2021-11-06 22:12:57+00:00
