Name,Type,Version,Date Appear
calibrateCamera with CALIB_FIX_ASPECT_RATIO + CALIB_RATIONAL_MODEL yields zero distortion coefficients,category: calib3d,Not specified,2019-09-28 00:51:17+00:00
"improc drawing: undocumented behavior, unpredictable line thickness, etc...",category: imgproc,Not specified,2019-09-27 17:08:23+00:00
Make OpenCV an Official Emscripten Port,priority: low,Not specified,2019-09-24 21:14:42+00:00
Ill-defined distortion model found by calibrateCamera,category: calib3d,Not specified,2019-09-24 08:27:03+00:00
"Cannot read ONNX model, error in reshape_layer.cpp, function 'computeShapeByReshapeMask'",feature,Not specified,2019-09-24 06:17:43+00:00
SIGABRT by cv::Exception on ocl.cpp:4908 -> CV_Assert(u->origdata == data);,category: ocl,Not specified,2019-09-23 19:24:53+00:00
gtk buildable error in open cv,priority: low,Not specified,2019-09-23 12:11:19+00:00
OpenCV DNN throws exception with DeepLab MobileNet v2 frozen graph,category: dnn,Not specified,2019-09-23 05:49:11+00:00
MSER keypoints should be ellipses (which should be taken by descriptors like SIFT),category: features2d,Not specified,2019-09-18 19:22:57+00:00
VIDEOIO ERROR: V4L2: Pixel format of incoming image is unsupported by OpenCV,feature,Not specified,2019-09-18 07:15:46+00:00
function abortOnCannotGrowMemory() called on opencvjs after few minutes of run browser.,category: javascript (js),Not specified,2019-09-12 02:55:24+00:00
WASM Face Module and DLib Facial Landmarks JavaScript Build,feature,Not specified,2019-09-10 23:33:04+00:00
WITH_LAPACK failed to build with the LAPACK(MKL) 2019.0.4 on Linux,bug,Not specified,2019-09-05 10:55:06+00:00
more use of Mat_<_Tp>?,category: core,Not specified,2019-08-29 01:41:03+00:00
Segfault in cv::divide,incomplete,Not specified,2019-08-28 23:18:05+00:00
Maybe tidy up optical flow implementations,category: video,Not specified,2019-08-26 14:35:36+00:00
OpenCV tries and fails to build disabled tests,category: build/install,Not specified,2019-08-23 11:27:43+00:00
aligned allocation in c++17 dialect,priority: low,Not specified,2019-08-21 07:12:36+00:00
OpenCV VideoCapture::read reads an empty matrix mid video,bug,Not specified,2019-08-20 13:24:03+00:00
VNG demosaicing does not support 16U or Neon,feature,Not specified,2019-08-18 17:45:13+00:00
"CUDA (opencv_contrib) LINK : fatal error LNK1181: Unable to open the input file ""Files/NVIDIA.obj""",priority: low,Not specified,2019-08-16 10:01:57+00:00
JS: npm package,category: javascript (js),Not specified,2019-08-15 18:41:52+00:00
JS: TypeScript type definitions,feature,Not specified,2019-08-14 23:02:01+00:00
Documentation deprecated,category: documentation,Not specified,2019-08-14 14:14:51+00:00
Matrix size overflow in core/src/matrix.cpp,feature,Not specified,2019-08-12 12:32:24+00:00
compile a cap_dshow.cpp in the mingw,priority: low,Not specified,2019-08-09 02:04:01+00:00
Get unexpected results when using the setMouseCallback on windows with CV_WINDOW_OPENGL,category: highgui-gui,Not specified,2019-08-05 02:22:56+00:00
"where to get the value range of property of VideoCapture::set(id, value)?",feature,Not specified,2019-08-04 08:24:20+00:00
matchTemplate with SQDIFF_NORMED clips at 1.0,bug,Not specified,2019-08-03 23:48:38+00:00
"OpenCV failed due to ""error C2039: 'min': is not a member of 'std'"" under /permissive- + MSVC",category: build/install,Not specified,2019-08-02 07:54:31+00:00
Feature request to use Intel Myriad chips for acceleration Depth Map from Stereo Images,feature,Not specified,2019-07-27 16:40:26+00:00
Crop and resize to work with blobFromImages,feature,Not specified,2019-07-25 13:27:43+00:00
G-API incomplete documentation,category: documentation,Not specified,2019-07-25 12:56:55+00:00
Can't read File using cv::FileStorage from files with very long path and filenames,priority: low,Not specified,2019-07-25 12:49:58+00:00
CUDA_Legacy/NCV.HypothesesFiltration  test failed,category: gpu/cuda (contrib),Not specified,2019-07-25 07:15:48+00:00
PyRotationWarper creating incorrectly sized images,category: stitching,Not specified,2019-07-23 20:44:33+00:00
Opencv with cuda GpuMat::create() call causes access violation,category: gpu/cuda (contrib),Not specified,2019-07-23 05:25:47+00:00
Opencv-dnn(4.1.0) test_perf_dnn crush in win10 with certain output channel,category: ocl,Not specified,2019-07-21 13:44:43+00:00
Compile error building 4.1.0 with x86_64-w64-mingw32-gcc under cygwin,priority: low,Not specified,2019-07-17 16:56:22+00:00
OpenCV.js assigned Mat object memory isnt collected by garbage collection,RFC,Not specified,2019-07-16 15:19:41+00:00
OpenCV.js binding issue for perspectiveTransform using Point2fVector as input,category: javascript (js),Not specified,2019-07-16 09:54:20+00:00
Error while reading DeeplabV3+ xception_65 model in Opencv4.0,category: dnn,Not specified,2019-07-15 09:29:55+00:00
Feature request: Still image capture with dshow/msmf,feature,Not specified,2019-07-15 05:54:30+00:00
Convolutional-LSTM models for object Detection on Video with much higher accuracy,priority: normal,Not specified,2019-07-12 11:38:41+00:00
cv::remap artifacts with bilinear interpolation and cv::UMat,bug,Not specified,2019-07-08 20:02:40+00:00
multibandblender does not work well,incomplete,Not specified,2019-07-08 08:21:44+00:00
Error when call InputArray.getMat() obtained from vector<vector<double>>,category: core,Not specified,2019-07-05 22:59:51+00:00
[ JavaScript ] [ Feature Request ] xfeatures2d.SIFT_create and similar Feature Detection alg.,incomplete,Not specified,2019-07-01 14:04:57+00:00
cv2.error: OpenCV(4.1.0) /io/opencv/modules/core/src/persistence.cpp:2046: error: (-215:Assertion failed) isMap() in function 'operator[]',category: contrib,Not specified,2019-06-27 07:32:25+00:00
bug in videoio dshow access violation exception,category: videoio,Not specified,2019-06-26 08:14:14+00:00
arm: GaussianBlur wrong gray value with some kernel size,bug,Not specified,2019-06-26 04:57:19+00:00
aarch64: libgomp.so.1: cannot allocate memory in static TLS block,needs investigation,Not specified,2019-06-25 03:17:47+00:00
Crash in Faster-RCNN Object Detection,bug,Not specified,2019-06-19 22:58:45+00:00
Implement MoltenVK (enables Vulkan support for Mac OS/iOS),feature,Not specified,2019-06-16 01:53:39+00:00
cv2 resize channel limited,category: python bindings,Not specified,2019-06-10 09:03:35+00:00
javadoc: improve content rendering of Java wrappers,feature,Not specified,2019-06-08 20:48:48+00:00
Inf/Nan in cvProjectpoints2,category: calib3d,Not specified,2019-06-03 12:42:35+00:00
MatOfPoint3f fromArray ArrayIndexOutOfBoundsException: length=12; index=24,bug,Not specified,2019-06-03 07:50:14+00:00
"shared:ERROR: If pthreads and memory growth are enabled, WASM_MEM_MAX must be set",category: build/install,Not specified,2019-06-01 07:47:30+00:00
OpenCV causes Weblogic to shut down,affected: 2.4,Not specified,2019-05-21 01:44:22+00:00
Dnn Winrt Support?,feature,Not specified,2019-05-20 10:05:30+00:00
VideoWriter class does not support stream copy,priority: low,Not specified,2019-05-16 15:43:14+00:00
Possibly a bug fix of OpenCV 4.1.0 with Python3 support?,priority: low,Not specified,2019-05-14 09:26:36+00:00
HEIF format support in OpenCV,feature,5.0,2019-05-12 08:45:32+00:00
"DNN, readNetFromTensorflow",feature,Not specified,2019-05-05 11:56:30+00:00
Integer overflow in cvInitImageHeader leading to incorrectly sized imageData allocation and likely causing vulnerabilities in code using this API,RFC,Not specified,2019-05-03 23:08:04+00:00
Positional Argument `outImg` Should Be Keyword Argument in cv2.drawMatches,category: python bindings,Not specified,2019-04-30 17:57:15+00:00
Core.NATIVE_LIBRARY_NAME and Jni so files name should be identicals,bug,Not specified,2019-04-27 16:48:14+00:00
Mantiuk06 tonemapping does not converge for this image,category: photo,Not specified,2019-04-25 12:20:41+00:00
OpenCV CocoaPod maintainer wanted,category: infrastructure,Not specified,2019-04-24 05:15:35+00:00
`minAreaRect` error with Intel C++ compiler,incomplete,Not specified,2019-04-23 16:26:45+00:00
Building OpenCV for IOS fails w/ code signing error,category: build/install,Not specified,2019-04-20 21:11:19+00:00
"Building OpenCV 4.1.0 / 3.4.6 with OpenGL, CUDA 10.1 and OpenCL",priority: low,Not specified,2019-04-18 00:19:45+00:00
Feature request: cv::erf() and cv::erfc(),feature,Not specified,2019-04-17 18:26:18+00:00
ncurses.h incompatibility,category: build/install,Not specified,2019-04-16 14:30:43+00:00
LineIterator pos() overflows when coordinates and/or base data type is large,bug,Not specified,2019-04-14 17:12:39+00:00
Memory corruption in computing optical flow,bug,Not specified,2019-04-13 19:41:42+00:00
photo: Add support for CV_16U to cv::cuda::fastNlMeansDenoising and c…,feature,Not specified,2019-04-10 23:15:53+00:00
stitching detailed,priority: low,Not specified,2019-04-01 14:21:35+00:00
Request to change the test code(or interface?),category: python bindings,Not specified,2019-03-31 15:27:00+00:00
Draw lines with transparency x( serveral lines with difference transparency on a color image (not using addWeighted that is slow I have 500 lines) on Color image,category: imgproc,Not specified,2019-03-29 04:04:43+00:00
Mat::copyTo should not re-allocate existing data,category: core,Not specified,2019-03-28 18:45:24+00:00
custom deallocator,feature,Not specified,2019-03-28 18:34:24+00:00
New JasPer release fixing CVEs,category: imgcodecs,Not specified,2019-03-25 15:16:32+00:00
"munmap_chunk() invalid pointer problem, in cvStartFindContours_Impl() ",bug,Not specified,2019-03-19 13:02:38+00:00
imread Should Raise If Path Doesn't Exist,category: imgcodecs,Not specified,2019-03-18 19:39:08+00:00
python cv2: suppress stream decoders output messages (f.e. `[h264 @ 0x2f6d280] Invalid NAL unit size (0 > 2133).`),feature,Not specified,2019-03-16 17:38:31+00:00
imgcodecs: avoid vulnerabilities in Jasper codec (JPEG-2000),bug,Not specified,2019-03-14 21:20:26+00:00
VideoCapture::read() returns success when camera disconnected,bug,Not specified,2019-03-13 13:38:12+00:00
some 4.0.0.1 examples show grey empty blank highgui GTK 2 and GTK 3 windows on armhf Debian Stretch,priority: low,Not specified,2019-03-12 14:28:57+00:00
cv::findTransformECC produce CV_error() when cannot align images.,incomplete,Not specified,2019-03-11 12:27:29+00:00
cv2.imread error when read a jp2 image with 7 channel,priority: low,Not specified,2019-03-09 08:35:00+00:00
"opencv-4.0.1 ,CUDA10.1, failed to build cudaimageproc  ",duplicate,Not specified,2019-03-07 12:40:47+00:00
WINDOW_NORMAL does not work,feature,Not specified,2019-03-07 11:47:06+00:00
Could not able to read 4K mp4 file with OpenCV 3.4.5 with cuda toolkit 8.0 on Windows 10. It reads only few starting frames and then crashes. ,priority: low,Not specified,2019-03-04 12:58:15+00:00
Implicit Type Casting (Matrix to vector of Matrices),category: core,Not specified,2019-03-04 00:37:20+00:00
Feature request: Kronecker tensor product,feature,Not specified,2019-02-27 18:24:36+00:00
denoise_TVL1 is limited to CV_8U,feature,Not specified,2019-02-27 14:55:40+00:00
TIFF Image Writer Flags,feature,Not specified,2019-02-26 14:00:08+00:00
"ocv_download() ""optional"" behavior leads to different unclear error messages",bug,Not specified,2019-02-25 19:10:47+00:00
Add AVX512 support,optimization,Not specified,2019-02-21 12:38:53+00:00
Misleading Net::getPerfProfile for OpenCL target,category: documentation,Not specified,2019-02-20 09:16:47+00:00
Issues with installing OpenCV JS on Windows 10,priority: low,Not specified,2019-02-15 20:06:06+00:00
Frame offset points outside movi section error ,category: videoio,Not specified,2019-02-13 21:00:54+00:00
"Updating installation instructions, adding package manager installation and macOS",category: documentation,Not specified,2019-02-13 15:27:08+00:00
Some Suggestions to OpenCV Team,RFC,Not specified,2019-02-13 14:29:24+00:00
OpenCL related test failures on MacOS 10.14 (AppleClang 10.0),bug,Not specified,2019-02-13 13:56:36+00:00
Error on build for 3.4 with Visual Studio 2017,priority: low,Not specified,2019-02-12 19:24:51+00:00
bug in videoio crash while releasing capture,category: videoio,Not specified,2019-02-11 14:15:24+00:00
AKAZE upright descriptors not working in python,Uncategorized,Not specified,2019-02-10 14:09:27+00:00
_InputArray::getMat_ handling empty std::vector<T>,RFC,Not specified,2019-02-07 03:41:21+00:00
Regression: TiffDecoder fails to read 32F tiled tiffs,priority: low,Not specified,2019-02-02 22:41:30+00:00
Loss of type of fixed-type matrix `cv::Mat_<T>` when initialized with empty matrix ,RFC,Not specified,2019-02-01 11:04:24+00:00
Compilation (master with contrib) fails at debayer.cu compilation,category: build/install,Not specified,2019-01-30 21:22:01+00:00
UBSan runtime errors in imgproc/src/drawing.cpp,priority: low,Not specified,2019-01-30 18:48:24+00:00
fully connected layer::weightsMat clone missing,category: dnn,Not specified,2019-01-28 23:49:14+00:00
Throw an exception on namedWindow() if monitor isn't connected or it is ran over SSH,priority: low,Not specified,2019-01-23 18:46:25+00:00
Potential bug (rounding error?) in cv::mean() in OpenCV 4.0.0,category: core,Not specified,2019-01-16 11:55:36+00:00
dnn: assertion failure with multiple images,bug,4.11.0,2019-01-13 15:30:32+00:00
python cv2.projectPoints Assertion failed,category: python bindings,Not specified,2019-01-03 07:06:31+00:00
OpenCV Lanczos5 interpolation request,feature,Not specified,2019-01-02 13:41:50+00:00
Feature Request : Image stitcher to use Lat Lon of image (if available) so as to speed up stitching of drone Images,feature,Not specified,2019-01-02 07:07:53+00:00
build failed using mingw dshow module in master,category: build/install,Not specified,2018-12-31 10:19:48+00:00
Error to build OpenCV 4.0.1 in Debug mode from source ,priority: low,Not specified,2018-12-29 20:10:18+00:00
Cannot open video file and IP camera and Compile warning with OpenCV 4.0.1,priority: low,Not specified,2018-12-28 17:43:03+00:00
compile error Mat.hpp,bug,Not specified,2018-12-26 11:52:10+00:00
Documentation calib3d. R - same name for different matrix.,category: documentation,Not specified,2018-12-25 11:48:48+00:00
imwrite/imencode Python binding fails with SystemError when using Numpy int type in params,bug,Not specified,2018-12-25 04:55:30+00:00
Unstable result of useOpenCL in multithreading Java environment,incomplete,Not specified,2018-12-18 16:41:36+00:00
LUT for 32-bit int,feature,Not specified,2018-12-18 14:17:19+00:00
